gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000230267.3	HERC2P4	pseudogene	chr16	32114566	32199434	-	6052	16	9	19	6	22	5	23	2	27	3	19	6
ENSG00000230274.1	PGAM1P3	pseudogene	chr3	40364206	40364770	-	565	0	0	2	2	2	3	0	2	3	0	1	0
ENSG00000230280.2	HNRNPA1P59	pseudogene	chr1	202880940	202881857	+	918	37	35	44	33	48	49	36	40	52	33	53	30
ENSG00000230284.1	RP11-402G3.4	pseudogene	chr9	117458202	117458595	-	394	0	2	0	0	1	0	2	2	3	0	1	0
ENSG00000230289.1	RP11-334J6.6	antisense	chr9	134391945	134397616	-	473	2	2	8	6	5	0	7	0	3	5	1	1
ENSG00000230291.4	RP11-244J10.1	pseudogene	chr12	80496676	80497113	-	438	3	6	3	8	6	4	7	6	2	5	4	6
ENSG00000230295.1	RP11-458F8.2	pseudogene	chr7	66345695	66347968	+	351	22	10	23	20	15	11	16	5	19	5	16	18
ENSG00000230303.1	RP11-213G2.2	lincRNA	chr9	88400637	88408395	-	978	1	0	2	1	1	1	2	0	0	0	0	0
ENSG00000230306.1	BANF1P2	pseudogene	chr10	135158147	135158410	-	264	7	5	2	5	3	9	3	3	3	2	1	5
ENSG00000230310.1	CTD-2192J16.11	lincRNA	chr19	12663411	12664458	+	543	2	1	1	2	3	3	4	0	1	0	0	0
ENSG00000230312.2	LL0XNC01-116E7.4	pseudogene	chrX	103182679	103183597	+	919	3	1	3	2	1	4	6	3	7	3	7	3
ENSG00000230313.1	HCG24	antisense	chr6	33112560	33115544	+	717	8	2	2	1	0	1	1	1	2	0	0	0
ENSG00000230319.1	AL022476.2	antisense	chr22	43434591	43448372	+	2083	1	0	2	2	9	1	2	0	2	0	5	2
ENSG00000230322.1	RP3-323N1.2	antisense	chr10	11210885	11213339	-	430	1	0	1	1	0	0	4	0	0	4	0	1
ENSG00000230323.1	LINC00159	lincRNA	chr21	33452629	33570125	-	572	1	0	0	0	1	1	0	1	0	2	1	1
ENSG00000230325.1	RP11-385F5.4	antisense	chr1	236703394	236713580	-	494	19	25	25	25	20	25	39	17	44	18	15	20
ENSG00000230333.2	AC004538.3	processed_transcript	chr7	11221359	11559802	+	4621	4	0	0	0	1	1	2	0	0	1	1	0
ENSG00000230337.1	RP4-635E18.6	antisense	chr1	11159732	11162157	+	536	4	1	4	3	2	4	6	4	3	5	2	2
ENSG00000230342.2	FANCD2P2	pseudogene	chr3	11901148	11932646	+	1400	17	11	22	12	8	14	0	0	0	0	0	2
ENSG00000230358.2	RP11-166O4.1	pseudogene	chr7	66744765	66751606	+	1024	2	1	4	1	1	1	2	1	6	0	0	3
ENSG00000230359.3	TPI1P2	pseudogene	chr7	128696073	128696824	+	752	10	4	6	6	6	13	3	9	7	5	3	4
ENSG00000230360.1	DDX10P2	pseudogene	chr9	84701070	84703683	-	2614	2	0	0	2	0	4	0	1	1	3	1	0
ENSG00000230364.1	RPL4P3	pseudogene	chr1	171652268	171653578	-	1311	3	0	2	4	4	6	5	3	3	7	1	5
ENSG00000230366.5	DSCR9	lincRNA	chr21	38580804	38594037	+	1901	8	2	11	9	4	4	7	14	7	11	3	0
ENSG00000230368.2	FAM41C	lincRNA	chr1	803451	812283	-	1971	0	0	0	0	1	0	4	0	6	1	1	1
ENSG00000230373.4	GOLGA6L5	pseudogene	chr15	85051116	85060045	-	3899	14	8	15	12	28	12	15	9	17	7	40	13
ENSG00000230379.1	AP000146.2	lincRNA	chr21	26310745	26365129	-	614	0	3	0	2	0	1	0	2	0	2	0	2
ENSG00000230383.1	AC009245.3	pseudogene	chr7	137406731	137407592	+	862	9	3	7	8	6	8	5	7	10	10	10	10
ENSG00000230393.1	AC092667.2	antisense	chr2	100721381	100723966	+	2586	11	1	12	1	0	0	10	0	13	3	5	0
ENSG00000230399.1	RBBP8P1	pseudogene	chrX	117766338	117768181	-	1844	2	1	1	0	1	1	1	0	3	2	1	2
ENSG00000230400.1	RP11-359G22.2	lincRNA	chr20	22656710	22665982	-	2781	2	0	5	1	2	0	2	0	2	0	1	0
ENSG00000230406.1	AC079834.1	pseudogene	chr2	222457161	222457581	+	421	0	0	2	1	0	1	0	3	1	1	0	0
ENSG00000230408.3	AC007163.6	antisense	chr2	201645218	201676893	-	877	1	1	0	1	2	1	0	2	3	2	1	8
ENSG00000230409.2	TCEA1P2	pseudogene	chr3	37317087	37318089	+	940	13	9	13	5	7	5	7	10	9	7	12	11
ENSG00000230415.1	RP5-902P8.10	lincRNA	chr1	1210603	1215800	+	513	20	12	25	15	21	15	19	10	11	8	8	6
ENSG00000230424.1	RP1-43E13.2	antisense	chr1	19536995	19567198	+	507	8	4	9	2	7	5	7	7	11	8	13	6
ENSG00000230433.1	RP1-20B11.2	antisense	chr6	524171	525581	+	851	2	2	3	1	2	5	0	3	3	0	2	3
ENSG00000230438.5	RP11-420G6.4	lincRNA	chr6	2854896	2881641	-	1455	809	190	763	183	293	256	1650	323	1809	328	665	371
ENSG00000230439.2	RP11-488P3.1	sense_intronic	chr1	94218480	94241000	-	1671	2	4	14	5	6	3	4	3	3	3	6	1
ENSG00000230445.4	LRRC37A6P	pseudogene	chr10	27535279	27548384	-	5625	14	7	7	11	15	11	12	20	24	15	18	8
ENSG00000230453.5	ANKRD18B	protein_coding	chr9	33524392	33573007	+	5857	1	1	1	2	1	1	0	2	0	0	0	0
ENSG00000230454.1	U73166.2	lincRNA	chr3	50297735	50300790	+	2625	17	7	11	5	6	4	8	5	9	4	14	8
ENSG00000230457.3	PA2G4P4	pseudogene	chr3	156527340	156528521	-	1182	17	16	18	7	5	12	28	13	20	8	12	11
ENSG00000230479.1	AP000695.6	antisense	chr21	37802658	37853368	+	893	0	2	1	0	101	57	1	0	0	2	76	37
ENSG00000230480.1	AC093142.2	pseudogene	chr3	28489216	28489564	+	349	3	2	4	3	2	0	1	1	0	0	1	2
ENSG00000230482.1	ATP5G2P3	pseudogene	chr2	198127835	198128259	+	425	2	4	5	4	5	4	4	3	5	1	1	2
ENSG00000230487.3	PSMG3-AS1	lincRNA	chr7	1609709	1629262	+	6264	406	175	466	199	488	405	417	208	458	246	338	198
ENSG00000230489.1	VAV3-AS1	antisense	chr1	108507065	108537229	+	619	16	5	21	3	2	6	14	13	19	7	7	11
ENSG00000230499.1	AC108463.1	lincRNA	chr2	111953540	111964071	+	412	0	2	0	1	3	2	0	0	1	2	1	0
ENSG00000230507.4	RPL7AP8	pseudogene	chr10	88390582	88391385	-	804	2	0	3	0	0	1	3	0	0	1	0	1
ENSG00000230508.1	RPL19P21	pseudogene	chrX	150161974	150162564	+	591	5	3	7	7	6	3	2	2	6	3	4	2
ENSG00000230510.2	PPP5D1	protein_coding	chr19	46984053	47104457	-	5703	7	6	6	6	13	9	13	4	22	6	16	9
ENSG00000230513.1	THAP7-AS1	antisense	chr22	21356175	21364631	+	2975	42	18	49	22	41	39	97	52	78	45	78	47
ENSG00000230521.1	HCG4P7	pseudogene	chr6	29855071	29856045	-	975	24	10	40	13	27	19	134	57	134	45	86	48
ENSG00000230526.1	RP11-472G21.2	lincRNA	chr10	73638114	73638865	+	525	10	0	9	0	1	0	1	0	2	0	2	0
ENSG00000230530.1	LIMD1-AS1	antisense	chr3	45720535	45730626	-	1651	12	4	14	6	28	13	11	7	16	2	14	11
ENSG00000230534.2	RP11-297A16.2	antisense	chr10	35386934	35415948	-	1422	0	0	3	2	1	2	0	2	1	1	5	1
ENSG00000230536.1	RP11-379C10.4	antisense	chr9	130853248	130856736	-	765	3	1	4	2	1	1	1	0	2	5	0	4
ENSG00000230537.1	RP11-305L7.1	lincRNA	chr9	93867239	93869586	-	815	4	14	3	6	6	2	4	0	4	0	4	0
ENSG00000230550.1	RP11-74C13.3	antisense	chr1	204110536	204112137	+	1126	0	0	0	1	2	1	1	0	0	1	0	1
ENSG00000230551.3	CTB-89H12.4	processed_transcript	chr5	148872949	148884233	-	9564	688	616	764	574	481	569	763	685	902	713	857	803
ENSG00000230555.2	RP11-517P14.2	lincRNA	chr10	43916186	43917548	+	760	32	18	30	18	20	14	24	14	25	4	16	11
ENSG00000230561.3	CTC-228N24.1	lincRNA	chr5	127039082	127277326	+	1900	4	6	10	7	4	6	3	5	8	4	2	4
ENSG00000230562.3	FAM133DP	pseudogene	chr2	158236236	158236926	-	691	1	0	0	0	0	1	0	1	4	2	0	1
ENSG00000230565.1	ZNF32-AS2	antisense	chr10	44141390	44143467	+	905	64	51	48	59	41	47	59	89	52	72	59	75
ENSG00000230580.1	AC021016.7	pseudogene	chr2	219218798	219219295	+	498	2	1	1	0	0	0	0	0	1	2	1	2
ENSG00000230581.2	RP11-390F4.8	pseudogene	chr9	6834456	6835577	+	1122	26	25	17	40	15	26	10	20	5	24	13	14
ENSG00000230583.2	GTF2IRD1P1	pseudogene	chr7	66274980	66309813	-	2706	2	0	2	1	2	10	3	0	2	0	1	1
ENSG00000230584.1	CCT5P2	pseudogene	chr13	79483054	79484677	+	1624	0	2	1	0	1	2	1	1	1	1	1	1
ENSG00000230585.2	PHBP12	pseudogene	chr1	51246012	51246822	+	811	5	1	3	1	5	9	2	3	3	9	6	7
ENSG00000230587.1	AC093609.1	lincRNA	chr2	43324884	43329829	-	952	2	0	5	0	6	5	4	0	5	0	0	0
ENSG00000230590.3	FTX	lincRNA	chrX	73183790	73513409	-	6132	115	67	133	69	113	93	177	114	238	93	146	138
ENSG00000230592.2	RPSAP8	pseudogene	chrX	99410883	99411771	-	889	6	7	2	5	5	2	3	8	4	2	2	3
ENSG00000230593.2	AC090804.1	pseudogene	chr11	3913623	3914120	-	498	4	2	5	1	3	2	2	1	2	2	4	2
ENSG00000230601.1	RP11-402G3.3	lincRNA	chr9	117428716	117434029	-	550	3	1	0	0	0	1	3	1	2	2	0	2
ENSG00000230604.2	TSEN15P2	pseudogene	chr1	52325450	52325807	+	358	1	1	0	0	2	4	1	2	4	0	2	0
ENSG00000230606.6	AC159540.1	lincRNA	chr2	98081083	98099107	-	5415	66	42	55	27	36	35	56	33	60	28	53	30
ENSG00000230612.1	AC004237.1	antisense	chr5	132024373	132057275	+	502	2	2	2	0	1	3	1	0	1	2	6	0
ENSG00000230613.1	HM13-AS1	antisense	chr20	30155510	30161066	-	489	2	1	1	1	3	2	0	0	1	2	4	0
ENSG00000230615.2	RP5-1198O20.4	lincRNA	chr1	44501798	44570647	+	3809	1	8	2	6	0	5	1	2	3	7	2	1
ENSG00000230626.3	RP11-286H14.4	pseudogene	chr7	128766572	128770847	+	1347	2	0	0	2	5	2	1	0	1	2	2	1
ENSG00000230628.1	RP4-781K5.6	lincRNA	chr1	234805269	234831900	-	3564	9	99	11	126	2	40	2	33	7	27	1	11
ENSG00000230629.2	RPS23P8	pseudogene	chrX	70182814	70183143	+	330	57	43	40	48	35	43	37	37	44	43	55	42
ENSG00000230631.1	RP11-359N11.1	lincRNA	chr6	14230006	14231801	-	470	4	0	1	4	1	6	3	2	1	2	2	1
ENSG00000230633.1	RP11-37E23.5	antisense	chr13	32872291	32872849	+	437	9	2	11	9	7	2	0	2	2	3	1	0
ENSG00000230637.2	CTA-246H3.8	pseudogene	chr22	25723219	25735942	+	663	11	23	10	33	3	10	4	15	7	14	1	0
ENSG00000230638.3	RP11-486B10.4	pseudogene	chr1	42007740	42010258	+	2300	6	78	8	80	1	23	1	172	6	197	7	15
ENSG00000230641.1	USP12-AS2	antisense	chr13	27746396	27757135	+	279	2	2	0	0	1	0	0	0	3	0	4	1
ENSG00000230658.1	KLHL7-AS1	lincRNA	chr7	23140847	23145322	-	2564	26	39	35	31	50	40	36	26	44	30	21	38
ENSG00000230663.1	FAM224B	lincRNA	chrY	19664680	19691634	-	2032	1	1	3	0	1	0	1	0	0	1	0	1
ENSG00000230667.4	SETP18	pseudogene	chr1	92540090	92540968	-	879	1	0	1	3	1	2	3	3	3	7	1	6
ENSG00000230673.3	PABPC1P3	pseudogene	chrX	73802923	73803381	-	459	9	12	8	11	11	17	11	6	9	15	10	11
ENSG00000230679.1	ENO1-AS1	antisense	chr1	8938894	8939953	+	456	9	12	6	13	13	13	5	4	4	9	1	11
ENSG00000230683.1	DDTP1	pseudogene	chr3	38556939	38557321	-	383	2	0	3	1	0	1	3	1	3	3	0	0
ENSG00000230697.1	AC097635.4	pseudogene	chr3	20049344	20049739	-	396	0	1	1	2	0	1	2	3	1	0	3	2
ENSG00000230699.2	RP11-54O7.1	lincRNA	chr1	846815	850328	+	3043	0	2	0	2	0	0	1	6	1	7	0	2
ENSG00000230701.1	FBXW4P1	pseudogene	chr22	23605323	23606541	+	1219	21	3	13	5	17	12	8	5	12	4	12	6
ENSG00000230702.1	RP11-681L4.1	pseudogene	chr2	62083830	62084190	+	361	0	4	3	7	1	4	0	5	0	8	2	2
ENSG00000230709.1	AC104024.1	lincRNA	chr17	16879313	16884667	-	2201	173	88	176	66	50	62	182	137	146	99	121	139
ENSG00000230715.2	RP11-274B21.4	pseudogene	chr7	128292895	128293719	+	825	395	198	370	238	266	245	473	193	508	209	350	204
ENSG00000230721.1	RP4-612B15.2	pseudogene	chr1	87250596	87251150	+	555	2	4	3	2	0	2	4	5	6	5	3	1
ENSG00000230724.5	LINC01001	lincRNA	chr11	127115	139612	-	4605	12	15	16	16	20	17	28	27	34	37	31	32
ENSG00000230725.1	RP4-738P15.1	lincRNA	chr20	25121425	25129894	-	3379	6	6	3	6	3	4	3	9	7	14	2	6
ENSG00000230732.3	AC127904.2	sense_intronic	chr3	196639821	196641450	+	1109	12	17	15	27	3	19	14	12	9	11	9	12
ENSG00000230733.2	AC092171.4	lincRNA	chr7	5515435	5519442	+	3251	227	174	224	167	185	219	192	189	185	175	179	196
ENSG00000230734.1	RPL10P3	pseudogene	chr9	119942907	119943374	-	468	7	7	15	5	8	12	12	5	10	10	14	8
ENSG00000230735.1	RP11-413E1.4	sense_intronic	chr1	90095284	90141945	+	437	9	5	7	0	2	3	1	3	2	2	2	1
ENSG00000230736.2	RP1-149A16.3	lincRNA	chr22	32772651	32780330	+	1558	19	17	22	30	22	30	15	48	30	46	27	38
ENSG00000230747.1	AC021188.4	antisense	chr2	96973001	96987469	-	740	44	16	55	8	21	7	51	6	50	3	34	4
ENSG00000230750.1	SDAD1P2	pseudogene	chr20	10366427	10368454	+	2028	0	4	2	1	0	1	0	1	0	2	0	0
ENSG00000230751.1	AC007036.4	sense_intronic	chr7	30180486	30181033	+	437	1	1	3	2	0	0	1	0	4	0	0	0
ENSG00000230753.1	RP4-553F4.6	antisense	chr20	32375179	32398903	-	703	4	1	1	2	4	8	0	2	2	5	5	16
ENSG00000230758.1	SNAP23P	pseudogene	chr20	47654894	47655139	-	246	0	0	2	1	0	1	2	0	3	0	1	0
ENSG00000230769.1	RP3-408N23.4	pseudogene	chr22	41184781	41185271	-	491	3	4	5	4	6	2	11	8	8	15	6	6
ENSG00000230772.1	VN1R108P	pseudogene	chr20	25714900	25715729	+	830	13	4	12	6	7	9	15	11	26	7	15	4
ENSG00000230773.2	AC079807.4	lincRNA	chr2	48168835	48468122	-	2881	4	1	1	1	1	1	0	1	1	0	1	1
ENSG00000230777.1	RP11-318C24.1	pseudogene	chr1	175891111	175891281	+	171	4	4	5	1	3	1	4	4	4	5	3	9
ENSG00000230778.1	ANKRD63	protein_coding	chr15	40573645	40574787	-	1143	0	0	3	0	0	0	2	2	2	4	2	0
ENSG00000230783.1	AC009961.2	pseudogene	chr2	160545728	160546802	-	765	1	0	0	3	6	1	1	0	2	1	3	1
ENSG00000230787.1	PSAT1P3	pseudogene	chr1	79520630	79521740	-	1111	0	1	0	2	0	1	0	2	0	2	0	2
ENSG00000230793.1	SMARCE1P5	pseudogene	chr13	45168994	45170218	+	1225	2	0	4	3	1	2	0	2	2	0	0	1
ENSG00000230795.2	HLA-K	pseudogene	chr6	29894236	29897009	+	1037	105	99	120	103	135	161	127	159	117	153	199	240
ENSG00000230797.2	YY2	protein_coding	chrX	21874105	21876845	+	2741	42	42	35	53	23	40	20	86	34	83	27	57
ENSG00000230799.1	AC007279.2	pseudogene	chr2	202627460	202628296	+	837	0	2	2	6	4	10	3	11	4	8	4	14
ENSG00000230807.1	AC099535.4	pseudogene	chr3	27527738	27528108	+	371	1	1	1	1	1	0	1	1	0	6	2	2
ENSG00000230812.1	RP4-794H19.4	lincRNA	chr1	59486059	59510286	+	747	4	40	13	28	39	10	26	72	29	78	54	29
ENSG00000230825.1	AC005532.5	processed_transcript	chr7	7294785	7317410	+	1237	12	9	14	2	17	10	3	3	12	5	14	8
ENSG00000230832.3	RP11-325P15.2	pseudogene	chr1	146553887	146555127	-	1241	7	7	3	7	6	10	14	7	11	9	18	15
ENSG00000230836.1	AC104135.4	lincRNA	chr2	75167385	75169797	+	1266	3	7	3	1	1	4	9	8	11	17	9	9
ENSG00000230837.1	RPL31P2	pseudogene	chr20	32339973	32340349	-	377	0	1	1	2	1	0	1	0	1	1	4	0
ENSG00000230844.2	ZNF674-AS1	lincRNA	chrX	46404928	46407843	+	2078	119	89	119	109	94	102	148	124	126	146	118	104
ENSG00000230847.4	RP11-195E2.1	pseudogene	chr5	70370052	70389020	-	679	0	0	0	0	0	0	7	4	12	4	4	1
ENSG00000230849.2	GOT2P2	pseudogene	chr1	173110239	173111489	-	1251	2	8	4	1	2	5	8	18	11	21	9	8
ENSG00000230850.3	RP11-782C8.1	lincRNA	chr1	143119061	143233417	+	3206	0	0	0	4	0	0	11	3	2	3	5	7
ENSG00000230869.1	CTGLF10P	pseudogene	chr10	46174140	46195980	+	2418	21	12	14	5	28	12	8	1	23	3	17	1
ENSG00000230870.2	FBXW11P1	pseudogene	chr21	32999440	33000913	-	1474	12	3	9	6	7	3	6	5	5	1	5	5
ENSG00000230872.1	AC092338.5	pseudogene	chr16	22393757	22418749	+	1290	12	2	14	7	6	5	14	10	16	10	16	8
ENSG00000230876.2	LINC00486	lincRNA	chr2	33050510	33151760	+	2101	1	1	1	1	0	0	0	3	1	1	1	0
ENSG00000230880.2	RP11-417J8.3	lincRNA	chr1	142618769	142729975	+	2317	0	2	1	3	1	1	0	2	1	3	4	1
ENSG00000230881.1	RP11-486B10.3	antisense	chr1	42001114	42001539	+	265	0	3	0	1	0	1	0	0	1	3	0	1
ENSG00000230882.1	AC005077.14	pseudogene	chr7	75700787	75704281	-	3495	1	0	0	4	22	17	1	2	1	0	0	2
ENSG00000230896.1	RP11-767N6.7	sense_intronic	chr1	46160356	46162747	-	598	28	30	30	13	28	32	30	12	23	16	23	20
ENSG00000230897.1	RPS18P12	pseudogene	chr17	14608393	14608851	-	459	18	11	11	8	18	12	9	13	14	11	10	15
ENSG00000230899.1	MAGEA8-AS1	antisense	chrX	149007636	149009870	-	476	2	1	0	2	0	1	1	3	0	1	1	2
ENSG00000230911.1	PPIHP1	pseudogene	chr11	111900582	111901091	-	510	1	0	1	1	0	3	0	2	1	3	0	3
ENSG00000230912.1	RP3-508I15.10	antisense	chr22	39062513	39064755	-	410	7	5	10	3	8	9	6	3	9	5	12	1
ENSG00000230913.1	NPM1P51	pseudogene	chr6	41634644	41635387	+	744	1	1	1	2	0	0	1	2	1	3	0	2
ENSG00000230914.2	AC004840.8	lincRNA	chr7	2423756	2428232	+	608	1	5	0	3	0	3	2	3	0	4	0	2
ENSG00000230916.2	RP11-10B2.1	pseudogene	chrX	125605688	125606386	+	699	2	2	5	1	2	2	0	2	1	1	1	1
ENSG00000230925.3	RP11-176F3.7	antisense	chr9	33909607	33911120	-	791	3	1	2	0	2	5	3	1	1	1	2	1
ENSG00000230928.1	RP11-34A14.3	antisense	chr10	100011780	100016332	+	1168	0	0	2	1	2	1	0	1	0	1	1	2
ENSG00000230929.4	RP11-395C3.1	pseudogene	chr5	125963709	125964011	-	303	4	2	0	4	1	3	3	11	5	10	6	8
ENSG00000230939.1	RP11-314C16.1	lincRNA	chr6	8784411	8785678	+	489	3	1	2	1	1	5	2	1	2	1	1	0
ENSG00000230943.1	RP11-367G18.1	lincRNA	chr6	113944737	113971276	-	637	25	15	24	8	7	14	29	25	19	21	8	22
ENSG00000230946.3	HNRNPA1P68	pseudogene	chr1	101406573	101407551	-	979	1	3	2	1	3	4	0	1	1	4	0	0
ENSG00000230951.1	RP11-573D15.6	pseudogene	chr3	186490378	186491265	+	888	1	2	1	0	2	1	0	3	1	1	0	0
ENSG00000230953.2	RP4-631H13.6	pseudogene	chr1	53386094	53386268	+	175	6	9	16	2	7	7	21	6	33	6	12	9
ENSG00000230969.2	AC104024.2	lincRNA	chr17	16891643	16893491	+	400	6	0	4	2	1	7	4	1	8	0	2	7
ENSG00000230979.3	AC079250.1	pseudogene	chr2	47917855	47918385	-	531	5	6	7	3	3	4	6	3	4	3	3	6
ENSG00000230982.1	DSTNP1	pseudogene	chr21	48073470	48073934	-	465	104	43	99	74	80	75	118	48	140	49	86	60
ENSG00000230987.2	RP11-113I24.1	pseudogene	chr1	189958700	189962227	-	3528	0	1	1	2	0	0	1	3	0	0	2	0
ENSG00000230989.2	HSBP1	protein_coding	chr16	83841448	83853342	+	8157	1228	1421	1140	1249	815	1194	1079	1508	1091	1413	1079	1431
ENSG00000230993.1	AC018737.6	pseudogene	chr2	122416051	122416549	-	499	1	1	3	0	1	2	2	4	5	2	2	0
ENSG00000231006.1	CTB-54D4.1	pseudogene	chr7	108150677	108151420	+	744	6	7	7	8	3	2	4	6	4	4	9	9
ENSG00000231010.1	RP6-109B7.2	lincRNA	chr22	46451620	46454040	-	1181	19	5	17	5	5	9	15	2	16	3	18	6
ENSG00000231025.1	RP11-175O19.4	antisense	chr10	98752207	98755716	+	3510	577	894	539	753	378	529	583	996	542	1098	649	679
ENSG00000231028.4	LINC00271	lincRNA	chr6	135818489	136037193	+	4201	6	3	10	4	7	9	5	5	5	5	5	9
ENSG00000231043.2	AC007238.1	pseudogene	chr2	58687427	58689167	-	1741	6	7	2	3	11	9	3	9	8	6	2	6
ENSG00000231050.1	RP1-140A9.1	antisense	chr1	1822910	1824097	+	906	6	3	5	3	1	3	5	1	5	0	3	5
ENSG00000231062.1	AC103563.9	antisense	chr2	95717140	95718921	-	597	7	13	14	11	7	3	1	0	2	0	0	0
ENSG00000231063.1	AC006994.1	pseudogene	chr2	210952950	210953788	+	839	3	0	0	5	4	2	3	1	1	1	7	0
ENSG00000231064.1	RP11-263K19.4	antisense	chr1	155166659	155175286	+	2084	22	23	33	10	12	12	18	12	14	11	20	8
ENSG00000231066.3	NPM1P9	pseudogene	chrX	14852598	14853441	-	844	16	17	13	16	7	12	10	11	12	12	7	9
ENSG00000231073.1	RP11-316M1.3	antisense	chr1	150945599	150948010	+	368	2	3	2	2	2	1	2	1	1	3	5	3
ENSG00000231074.4	HCG18	antisense	chr6	30255174	30294927	-	13918	1531	2082	1572	2016	948	1617	1764	3284	1829	3538	1602	2108
ENSG00000231079.3	AC105402.4	antisense	chr2	149624039	149646351	-	4115	4	1	3	0	3	1	5	1	8	0	2	0
ENSG00000231081.1	RP4-760C5.3	lincRNA	chr20	25989427	25991167	-	542	2	0	0	1	3	3	3	1	4	1	4	1
ENSG00000231084.2	CTA-253N17.1	pseudogene	chr1	185140467	185140842	-	376	19	13	16	10	24	28	13	14	9	12	20	20
ENSG00000231086.1	TSSK1A	pseudogene	chr22	19112392	19113159	+	768	2	2	1	2	0	0	0	1	1	2	1	0
ENSG00000231095.1	GYG1P3	pseudogene	chr1	55688052	55689045	+	994	1	0	0	0	0	0	1	2	1	1	2	2
ENSG00000231102.1	RP11-298J23.5	antisense	chr6	41688134	41701770	+	408	6	3	6	3	4	3	8	8	9	10	6	6
ENSG00000231104.4	RP11-354M20.3	antisense	chr10	119776998	119805321	+	2079	6	9	8	8	2	5	11	8	23	16	4	13
ENSG00000231105.1	RP5-1071N3.1	antisense	chr1	21619783	21626267	+	2479	108	203	104	204	44	97	143	344	153	361	74	131
ENSG00000231113.2	RP3-475N16.1	antisense	chr6	42908102	42916098	+	1490	235	109	212	107	163	93	217	108	241	86	213	109
ENSG00000231119.2	RP4-569M23.2	antisense	chr20	45981305	45983377	+	1809	4	3	1	1	1	1	1	0	1	2	2	1
ENSG00000231125.2	AF129075.5	sense_intronic	chr21	30430394	30432416	-	794	30	34	31	36	21	34	29	57	39	73	31	45
ENSG00000231128.1	RP5-1073O3.2	antisense	chr1	114355001	114371793	+	1080	9	5	13	1	13	4	11	0	18	0	7	3
ENSG00000231130.1	HLA-T	pseudogene	chr6	29864431	29865563	+	450	1	0	1	1	1	0	1	1	1	2	0	0
ENSG00000231133.2	HAR1B	lincRNA	chr20	61726845	61733671	-	896	2	4	4	6	9	6	2	8	1	8	6	10
ENSG00000231154.1	MORF4L2-AS1	antisense	chrX	102942212	102946700	+	2086	92	41	103	28	62	42	146	70	179	50	95	47
ENSG00000231160.5	RP11-617D20.1	antisense	chr4	38614322	38666504	-	3101	217	26	257	34	24	18	330	22	394	33	67	18
ENSG00000231167.3	YBX1P2	pseudogene	chr7	105222705	105223703	-	999	6	6	8	6	0	5	3	11	8	14	4	6
ENSG00000231169.3	EEF1B2P1	pseudogene	chr15	52797386	52798060	+	675	3	1	3	4	2	2	1	4	1	3	4	2
ENSG00000231177.4	LINC00852	antisense	chr3	10326103	10327430	+	1328	110	187	122	155	70	124	69	121	72	116	60	95
ENSG00000231181.1	RP13-15M17.1	pseudogene	chr1	9636485	9637043	+	559	13	17	12	15	6	20	14	36	18	60	11	25
ENSG00000231184.2	FAM58DP	pseudogene	chr13	19956348	19957525	+	1178	8	6	9	4	7	4	8	9	11	6	11	12
ENSG00000231193.1	RP11-462B18.2	lincRNA	chr9	32840596	32841760	-	551	0	7	1	3	2	1	0	1	0	1	0	0
ENSG00000231205.7	ZNF826P	pseudogene	chr19	20451078	20607775	-	6926	39	33	34	14	26	31	29	8	34	11	23	8
ENSG00000231206.2	HNRNPA1P25	pseudogene	chrX	73692852	73693788	-	937	1	1	0	0	0	0	2	2	0	1	2	1
ENSG00000231233.1	CCDC147-AS1	antisense	chr10	106111349	106113333	-	795	12	4	6	2	6	3	6	0	8	0	8	2
ENSG00000231234.1	SKP1P1	pseudogene	chr7	65888392	65888880	-	489	34	30	42	23	32	40	18	8	33	15	28	23
ENSG00000231245.2	C1DP1	pseudogene	chr10	32800264	32800665	-	402	45	49	46	50	33	57	0	0	1	1	0	0
ENSG00000231249.1	ITPR1-AS1	antisense	chr3	4532575	4534847	-	858	19	4	23	4	23	12	24	3	30	2	30	10
ENSG00000231256.3	C17orf105	protein_coding	chr17	41857803	41864980	+	3753	2	7	1	6	1	2	3	21	0	19	1	5
ENSG00000231259.3	AC125232.1	pseudogene	chr2	87257800	87303536	-	2277	93	56	129	69	113	112	138	112	149	87	132	118
ENSG00000231290.1	APCDD1L-AS1	processed_transcript	chr20	57090435	57194944	+	4940	1	3	3	2	1	2	1	3	0	4	4	2
ENSG00000231292.5	IGKV1OR2-108	IG_V_gene	chr2	114163973	114164486	+	390	5	1	11	0	0	10	12	1	8	6	5	5
ENSG00000231296.1	RP1-39G22.4	pseudogene	chr1	40728344	40728656	-	313	2	1	1	4	4	2	2	5	0	7	3	5
ENSG00000231305.3	RP11-723O4.2	antisense	chr3	128580156	128590383	-	1456	40	48	32	65	43	39	22	41	14	45	21	22
ENSG00000231307.1	RPS3P2	pseudogene	chr20	37166401	37167101	+	701	5	1	4	4	4	0	3	0	1	1	3	3
ENSG00000231310.2	TBL1XR1-AS1	antisense	chr3	176762649	176765711	+	414	0	0	0	2	1	3	1	2	0	1	0	0
ENSG00000231312.2	AC007246.3	antisense	chr2	39663778	39892483	+	6741	88	44	105	32	59	40	77	29	77	34	67	67
