gene	gene_name	gene_type	chr	start	end	strand	length	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12
ENSG00000257027.1	RP11-705C15.3	sense_intronic	chr12	9811163	9814681	+	2508	7.337	6.132	6.839	5.562	5.979	5.014	7.73	9.92	7.648	9.695	4.358	5.469
ENSG00000257043.1	RP11-137N23.1	pseudogene	chr11	18686597	18687095	+	499	0	0	0.073	0.074	0.185	0.438	0.159	0.063	0.225	0	0	0.071
ENSG00000257052.1	RP11-881M11.2	antisense	chr11	60674261	60677214	+	810	0.316	0.09	0.27	0.183	0.171	0.405	0.44	0.078	0.139	0.116	0.388	0.219
ENSG00000257061.1	RP4-809F18.2	lincRNA	chr12	126842580	126843442	+	775	0.378	0	0.329	0	0.06	0.188	0.102	0	0	0.04	0	0
ENSG00000257070.1	RP11-667M19.4	pseudogene	chr11	113640382	113640716	+	335	0.109	0.217	0	0	0.138	0.218	0	0	0	0.186	0.117	0
ENSG00000257074.2	RPL29P33	pseudogene	chr19	34787181	34787645	-	465	0.157	0.078	0.078	0.159	0.099	0.078	0.171	0.135	0.161	0	0	0
ENSG00000257086.1	RP11-783K16.13	lincRNA	chr11	64014411	64016966	-	853	0.558	0.255	0.299	0.26	0.325	0.256	0.139	0.258	0.044	0.146	0.369	0.083
ENSG00000257093.2	KIAA1147	protein_coding	chr7	141356528	141401953	-	7356	24.827	11.547	28.881	11.75	25.859	17.19	44.29	12.071	46.144	11.435	34.1	19.552
ENSG00000257094.1	RP11-50I19.1	pseudogene	chr12	32160061	32160369	+	309	0.474	0.235	0.471	0.12	0.299	0.354	0.257	0.102	0.849	0.202	0.127	0.115
ENSG00000257097.1	RP11-450K4.1	lincRNA	chr12	122880089	122885404	+	1809	0.04	0.06	0	0.164	0	0.081	0.022	0.087	0	0.104	0.043	0.039
ENSG00000257101.1	LRRC37A13P	pseudogene	chr11	113662188	113662474	+	287	0.255	0.126	0.127	0.129	0	0	0.138	0	0	0	0.137	0
ENSG00000257103.4	LSM14A	protein_coding	chr19	34663409	34720420	+	4748	39.35	38.988	39.376	38.527	50.907	45.325	46.783	47.36	47.844	45.005	51.498	49.81
ENSG00000257108.1	NHLRC4	protein_coding	chr16	616996	619495	+	2105	1.095	0.103	1.142	0.088	0.811	0.294	1.055	0.075	1.281	0.044	0.616	0.135
ENSG00000257122.1	RRN3P3	pseudogene	chr16	22430090	22449036	-	3269	4.074	4.527	4.155	4.154	3.373	3.222	3.214	3.118	3.53	3.619	4.258	3.578
ENSG00000257127.2	CLLU1	protein_coding	chr12	92815307	92824778	+	6810	0.032	0.027	0.011	0.049	0.007	0.016	0.006	0.06	0.033	0.046	0	0.031
ENSG00000257135.1	RP11-320M2.1	lincRNA	chr2	10588820	10591453	+	1753	0.751	1.117	0.727	1.393	0.5	1.144	0.204	0.969	0.406	1.157	0.449	0.465
ENSG00000257150.1	PGAM1P5	pseudogene	chr12	96043031	96067775	+	2148	0	0	0.017	0	0.021	0.017	0	0.044	0	0.015	0.018	0.016
ENSG00000257151.1	PWAR6	lincRNA	chr15	25277020	25281637	+	4618	2.741	0.597	2.997	0.569	2.528	0.876	3.897	0.422	5.054	0.615	2.401	0.491
ENSG00000257159.1	RP11-58A17.3	pseudogene	chr12	58360841	58362182	+	633	0.116	0.057	0	0	0.292	0.115	0.125	0.149	0.118	0	0.062	0.112
ENSG00000257167.2	TMPO-AS1	antisense	chr12	98906751	98910200	-	3357	1.221	0.605	1.334	0.408	0.88	0.499	1.205	0.375	1.573	0.298	0.82	0.443
ENSG00000257171.2	RP11-754I20.3	pseudogene	chr14	19172103	19188741	-	1525	0.24	0.048	0.048	0.073	0.061	0.024	0.052	0.021	0.074	0.041	0.026	0.07
ENSG00000257176.1	RP11-996F15.2	antisense	chr12	29433351	29470781	-	2380	4.058	4.922	3.687	4.913	3.799	3.722	3.681	3.397	4.077	4.249	3.387	2.636
ENSG00000257194.2	RP11-567C2.1	lincRNA	chr12	90501516	90506556	+	926	0.711	0	0.59	0.04	0.249	0.079	1.156	0.068	1.578	0.067	0.51	0.077
ENSG00000257202.1	RP11-512N21.3	antisense	chr12	102317188	102318497	-	564	0	0.064	0.129	0.328	0	0.065	0	0.167	0.066	0.166	0.07	0
ENSG00000257207.4	LIMS3L	protein_coding	chr2	111160511	111230652	-	3202	0.011	0.079	0.034	0.046	0.058	0.046	0.025	0.01	0	0.01	0	0
ENSG00000257210.1	RP11-202G11.1	pseudogene	chr12	93517839	93518319	-	481	0.228	0.075	0.151	0	0	0	0.247	0	0.312	0.065	0	0
ENSG00000257218.1	GATC	protein_coding	chr12	120884241	120899389	+	2259	9.701	13.711	9.995	13.938	8.884	12.247	9.793	17.377	10.514	17.741	11.104	15.689
ENSG00000257221.1	RP11-689B22.2	antisense	chr12	109022463	109035094	+	859	4.898	0.169	4.833	0.172	0.967	0.17	15.968	0.22	13.868	0.472	2.243	0.536
ENSG00000257222.1	RP11-554E23.4	antisense	chr12	102457133	102468598	+	374	0.88	0.776	0.389	0.791	0.493	0.292	0.424	0.505	0.701	0.501	0.315	0.095
ENSG00000257225.1	RP11-328C8.4	antisense	chr12	42853168	42859930	+	2791	0.144	0.169	0.17	0.066	0.099	0.065	0.54	0.248	0.483	0.224	0.31	0.203
ENSG00000257226.1	CTD-2252P21.1	antisense	chr2	144524189	144533642	-	515	0.781	0.211	0.354	0.287	0.179	0.142	0.308	0	0.582	0.182	0.382	0
ENSG00000257231.1	RP11-438N16.2	pseudogene	chr12	114227347	114227612	-	266	1.1	0.954	0.548	1.113	0.173	0.411	0.149	0.118	0.422	0.235	0.296	0.266
ENSG00000257242.2	C12orf79	protein_coding	chr12	92378756	92536690	-	3638	1.679	2.353	1.331	2.329	3.208	3.126	1.003	2.369	1.184	2.694	1.794	2.465
ENSG00000257243.1	RP11-133N21.7	pseudogene	chr12	49988931	49989471	+	541	0.947	1.408	0.673	1.163	0.341	0.809	0.733	0.814	0.9	1.154	0.436	0.328
ENSG00000257246.1	RP11-416A17.6	pseudogene	chr12	51518411	51519164	-	754	0.146	0.529	0.338	0.147	0.184	0.193	0.158	0.25	0	0.207	0.104	0.282
ENSG00000257261.1	RP11-96H19.1	lincRNA	chr12	46777462	46850051	+	884	0.497	0.123	1.03	0.084	0.418	0.165	1.031	0.107	0.636	0.071	0.356	0.08
ENSG00000257267.1	ZNF271	pseudogene	chr18	32870246	32890730	+	5124	6.59	6.618	7.029	6.52	7.437	6.815	6.631	7.194	7.362	7.036	7.052	7.359
ENSG00000257270.1	RP11-521B24.5	antisense	chr14	105934130	105936954	-	445	4.604	6.113	5.728	7.816	3.94	4.587	1.871	6.927	3.283	7.575	3.799	3.504
ENSG00000257272.1	RP11-317N8.3	lincRNA	chr14	36343063	36344509	+	601	0.061	0.241	0.061	0.062	0.077	0	0.066	0.052	0.062	0.052	0.065	0
ENSG00000257275.2	RP11-164H13.1	antisense	chr14	96178084	96223993	+	3017	8.961	0.108	7.363	0.098	1.621	0.169	18.252	0.427	18.079	0.548	5.773	0.423
ENSG00000257277.1	RP11-434H14.1	antisense	chr2	144433734	144498863	-	884	0	0	0.082	0	0	0.041	0.045	0	0.042	0.035	0.089	0.08
ENSG00000257279.1	RP11-231I16.1	antisense	chr12	117415247	117425142	-	4196	0.035	0.043	0.052	0.026	0.033	0.078	0.057	0.082	0.08	0.097	0.056	0.068
ENSG00000257283.1	RP11-1060G2.1	antisense	chr12	94288741	94337379	-	540	0.068	0	0.27	0.206	0.598	0.27	0	0.233	0.139	0	0.146	0.197
ENSG00000257285.1	RP11-298I3.1	antisense	chr14	23398818	23424771	+	989	1.554	0.733	1.546	0.786	1.586	1.143	1.403	0.254	1.704	0.347	1.232	0.681
ENSG00000257303.1	RP11-977G19.11	antisense	chr12	56693926	56708592	+	576	1.651	2.33	2.782	1.477	1.041	1.582	1.789	2.075	0.911	2.601	1.57	2.154
ENSG00000257315.1	ZBED6	protein_coding	chr1	203765437	203769686	+	4250	3.882	2.057	4.653	1.785	2.877	2.093	8.19	2.583	9.308	2.159	5.893	3.661
ENSG00000257322.1	RP11-511B23.2	antisense	chr12	93397191	93609455	-	1914	0.076	0.057	0.076	0.019	0	0	0.104	0.033	0.059	0.049	0.021	0
ENSG00000257335.4	MGAM	protein_coding	chr7	141607613	141806547	+	10767	0.017	0.017	0.02	0.024	0.034	0.051	0.059	0.026	0.038	0.032	0.058	0.086
ENSG00000257337.2	RP11-983P16.4	antisense	chr12	53408380	53448222	-	4990	0.638	1.49	0.489	1.505	0.666	1.14	0.485	1.834	0.526	1.92	0.741	0.888
ENSG00000257345.2	RP11-511B23.1	lincRNA	chr12	93392994	93413596	+	1251	0.877	0.232	0.786	0.207	0.406	0.175	2.377	0.251	1.797	0.349	0.314	0.17
ENSG00000257354.1	RP11-631N16.2	antisense	chr12	62996532	63007855	+	555	1.648	0.85	1.247	0.867	1.081	0.985	0.857	0.793	1.89	1.237	1.7	0.83
ENSG00000257365.3	FNTB	protein_coding	chr14	65381203	65529368	+	4203	1.132	1.338	1.204	1.391	1.054	1.032	1.245	0.965	1.168	1.136	0.767	1.088
ENSG00000257376.1	RP11-328C8.2	pseudogene	chr12	42825467	42827159	-	775	0.047	0	0.141	0.095	0.06	0.141	0.205	0	0.145	0.04	0.101	0.183
ENSG00000257390.1	RP11-762I7.5	protein_coding	chr12	56151059	56221330	-	2534	0.014	0.029	0.014	0.102	0	0.072	0.031	0.087	0	0.025	0.016	0.056
ENSG00000257403.2	CTD-2547E10.3	pseudogene	chr16	21358460	21363459	+	255	0.287	0	0.286	0	0.181	0	0.466	0	0.441	0.122	0.308	0.278
ENSG00000257408.1	RP11-645C24.4	pseudogene	chr16	21950186	21956451	+	813	0	0.045	0	0.046	0.057	0.045	0	0.077	0	0	0	0.044
ENSG00000257410.1	RP11-2H8.2	lincRNA	chr12	72187635	72193407	-	1431	1.713	2.104	1.272	1.991	1.354	1.707	1.219	1.517	1.283	1.461	1.594	1.362
ENSG00000257431.1	RP11-263K4.3	lincRNA	chr12	82906456	82909596	+	3141	0.023	0.012	0.023	0	0	0.023	0.025	0	0.024	0.01	0	0.023
ENSG00000257433.1	RP1-197B17.3	lincRNA	chr12	48099868	48136077	+	4024	0.273	0.045	0.127	0.101	0.195	0.091	0.138	0.047	0.186	0.047	0.195	0.07
ENSG00000257446.2	ZNF878	protein_coding	chr19	12154620	12167127	-	1878	0.292	0.309	0.582	0.177	0.319	0.233	0.296	0.117	0.419	0.15	0.796	0.264
ENSG00000257452.1	RP1-71H24.1	antisense	chr12	113345433	113455556	-	575	0	0	0.127	0	0.08	0.063	0	0.109	0.065	0	0.068	0.185
ENSG00000257475.2	RP11-983P16.2	sense_intronic	chr12	53405888	53407705	+	536	0.273	0.609	0.204	0.552	0.172	0.136	0.222	0.469	0.28	0.349	0.147	0.264
ENSG00000257489.2	RP11-175P13.3	pseudogene	chr12	100566974	100593561	-	1405	1.328	0.361	1.84	0.237	1.478	0.675	2.963	0.179	2.186	0.089	2.127	0.454
ENSG00000257495.1	RP11-641A6.2	antisense	chr12	52995251	53009089	+	4094	0.188	0.027	0.133	0.036	0.316	0.053	0.01	0	0	0	0.01	0
ENSG00000257496.1	RP11-474P2.4	lincRNA	chr12	46778016	46780774	-	562	0.521	0.129	0.454	0.066	0.575	0	0.917	0	1.2	0.111	0.28	0.126
ENSG00000257497.1	RP11-585P4.5	antisense	chr12	75877904	75883600	-	812	4.28	5.047	4.619	4.693	4.432	4.624	6.054	5.036	4.89	5.266	5.859	5.674
ENSG00000257499.2	RP11-571M6.8	3prime_overlapping_ncrna	chr12	58117544	58119448	-	1905	1.652	1.352	1.625	0.913	1.235	1.569	1.186	0.462	0.983	0.541	0.805	0.521
ENSG00000257509.1	RP11-762I7.4	sense_intronic	chr12	56155334	56156412	-	529	1.383	0.96	0.551	0.909	0.785	0.827	0.3	0.357	0.85	0.944	1.115	0.804
ENSG00000257511.1	RP11-278C7.1	pseudogene	chr12	32879317	32880321	-	1005	6.152	5.955	7.283	4.749	5.601	5.513	6.548	4.131	7.119	5.59	6.651	5.008
ENSG00000257524.1	RP11-203J24.9	processed_transcript	chr9	130630143	130649066	-	1160	2.239	1.438	2.417	1.244	2.267	1.1	2.597	0.271	3.359	0.565	1.457	0.55
ENSG00000257526.1	RP11-20E24.1	lincRNA	chr12	76956074	77009211	+	250	0	0.145	0.146	0.148	0.185	0	0.159	0	0	0	0.157	0
ENSG00000257534.1	RP11-834C11.10	lincRNA	chr12	54555849	54558236	-	754	0	0	0.097	0	0.061	0	0.21	0.125	0.099	0.041	0.104	0.047
ENSG00000257542.4	OR7E47P	pseudogene	chr12	52473480	52502045	+	1606	0.023	0.045	0	0.023	0	0	0.025	0.02	0.047	0.039	0	0
ENSG00000257543.1	RP11-321F8.4	lincRNA	chr12	101802150	101802838	-	379	0.676	0.861	0.096	0.39	0.852	0.385	0.941	0.83	1.087	0.659	0.726	1.216
ENSG00000257545.1	RP11-144F15.1	protein_coding	chr12	106889736	107168696	-	890	0	0.082	0.082	0.042	0.052	0.123	0	0.035	0.084	0.07	0.044	0
ENSG00000257550.1	RP11-793H13.3	antisense	chr12	53907768	53911392	+	2297	0.064	0.032	0.016	0.097	0	0.048	0.035	0	0.016	0	0.017	0.031
ENSG00000257551.1	HLA-AS1	antisense	chr1	221006105	221053482	-	563	0.065	0	0.388	0	0.246	0	0.07	0	0.133	0	0.14	0
ENSG00000257556.1	RP11-44N21.1	lincRNA	chr14	105559946	105565341	+	1177	0.311	0.339	0.34	0.251	0.314	0.124	0.472	0.107	0.446	0.08	0.167	0.12
ENSG00000257557.1	RP11-84G21.1	antisense	chr12	80328681	80334448	+	1190	0.246	0.122	0.245	0.031	0.465	0.123	0.1	0.026	0.157	0.052	0.297	0.119
ENSG00000257569.1	GSTP1P1	pseudogene	chr12	56294084	56294402	+	319	0	0.114	0.228	0	0.145	0	0	0.099	0.235	0.098	0	0
ENSG00000257576.1	RP11-153M3.1	pseudogene	chr12	56904786	56906487	+	1702	0.172	0.49	0.214	0.391	0.136	0.15	0.023	0.37	0.088	0.202	0.023	0.312
ENSG00000257591.1	ZNF625	protein_coding	chr19	12251032	12267546	-	2336	0.125	0.016	0.14	0.032	0.158	0.016	0.085	0.04	0.144	0.027	0.118	0.03
ENSG00000257594.2	GALNT4	protein_coding	chr12	89913185	89920039	-	5866	0.087	0.068	0.143	0.05	0.142	0.081	0.189	0.08	0.14	0.032	0.241	0.097
ENSG00000257596.1	RP11-968A15.2	antisense	chr12	54656399	54672847	+	735	2.738	1.036	2.23	1.46	1.318	0.793	2.319	0.77	2.141	0.722	2.728	1.736
ENSG00000257599.1	OVCH1-AS1	protein_coding	chr12	29542227	29640421	+	1841	0.258	0.256	0.277	0.362	0.426	0.198	0.732	0.205	0.427	0.22	0.32	0.404
ENSG00000257604.1	RP11-359M6.2	pseudogene	chr12	79893899	79894467	-	243	0.301	0.746	0.15	0.609	0	0.3	0	0.388	0.154	0	0	0
ENSG00000257605.1	RP11-680A11.5	antisense	chr12	53692449	53694098	-	637	1.895	1.708	1.715	1.743	1.811	2.117	1.743	1.383	2.411	1.568	2.901	1.335
ENSG00000257613.1	RP11-320P7.1	lincRNA	chr12	70612912	70615642	-	629	0.349	0.346	0.868	0.412	0.954	0.522	0.567	0.2	0.715	0.198	0.313	0.394
ENSG00000257616.1	RP11-641A6.5	pseudogene	chr12	53124209	53126649	+	2441	0.03	0	0.015	0.045	0.019	0	0	0.013	0.015	0.013	0.016	0
ENSG00000257621.3	RP11-349A22.5	antisense	chr14	58732083	58764852	-	7409	31.049	22.092	30.586	20.65	21.739	16.648	26.743	16.54	28.148	17.433	21.221	15.016
ENSG00000257624.1	RP1-128M12.3	pseudogene	chr12	112438543	112438789	-	247	0	0	0.295	0	0.374	0.148	0.161	0	0.303	0.126	0.159	0
ENSG00000257647.1	RP11-701H24.3	lincRNA	chr15	25272883	25277194	-	427	0.857	0.085	0.768	0.173	0.648	0.256	1.207	0.074	2.106	0	0.921	0.332
ENSG00000257681.1	RP11-341G23.4	antisense	chr12	104140093	104162636	-	1063	1.032	2.661	1.028	2.402	0.391	0.823	0.485	1.361	0.352	1.527	0.481	0.934
ENSG00000257696.1	RP11-175P13.2	antisense	chr12	100536836	100538449	+	418	0.35	0.087	0.261	0.089	0.221	0	0.285	0.226	0	0.149	0.188	0.509
ENSG00000257698.1	RP11-620J15.3	lincRNA	chr12	58325311	58329958	-	1312	2.984	3.124	2.415	3.074	6.857	4.556	1.813	1.486	1.513	1.546	5.664	3.188
ENSG00000257702.3	LBX2-AS1	antisense	chr2	74729722	74731805	+	2084	1.036	0.783	0.926	0.692	2.767	1.837	0.247	0.241	0.306	0.195	1.075	0.901
ENSG00000257703.1	RP11-328J6.1	antisense	chr12	103474728	103572453	-	825	0.443	0	0.618	0	0.28	0.133	0.625	0	0.727	0.038	0.429	0.258
ENSG00000257704.2	PRR24	protein_coding	chr19	47778142	47778979	+	838	12.093	13.157	9.039	16.69	13.268	15.876	7.285	18.88	7.689	17.841	11.776	11.927
ENSG00000257718.1	RP11-396F22.1	antisense	chr12	39300253	39303394	+	526	0.209	1.103	0.277	0.985	0	0.554	0.075	1.375	0.214	1.365	0.224	0.337
ENSG00000257727.1	CNPY2	protein_coding	chr12	56703626	56710120	-	2956	4.307	5.938	4.336	5.758	3.465	3.81	3.406	4.82	3.624	5.702	4.03	4.112
ENSG00000257740.1	RP11-977G19.12	antisense	chr12	56702652	56703233	+	437	1.088	1.577	1.417	0.931	1.267	1.335	1.633	1.727	1.2	2.714	1.44	1.298
ENSG00000257742.1	RP11-350F4.2	lincRNA	chr12	44112796	44117803	-	5008	5.099	4.497	4.726	4.063	5.067	3.719	5.335	3.335	5.7	3.683	5.81	3.97
ENSG00000257743.4	RP11-1220K2.2	protein_coding	chr7	141811549	141922124	+	8162	0	0	0	0	0.006	0.004	0.005	0.004	0.005	0.004	0.005	0.009
ENSG00000257752.1	RP11-474L23.3	pseudogene	chr12	88451653	88452355	-	703	0.364	0.568	0.414	0.474	0.394	0.518	0.451	0.671	0.426	0.533	0.503	0.353
ENSG00000257769.1	CTB-193M12.1	antisense	chr16	15702331	15704420	+	530	0.138	0	0.137	0.07	0	0.206	0.075	0.059	0.212	0	0.148	0.134
ENSG00000257773.1	ST13P3	pseudogene	chr12	106409675	106410784	+	1110	0.099	0.033	0.033	0	0	0.033	0	0.057	0	0.084	0.071	0.096
ENSG00000257790.1	RP11-1136G11.6	pseudogene	chr12	53547056	53548268	+	1213	0.181	0.149	0.06	0.061	0.038	0.15	0.033	0.182	0.062	0.103	0.097	0.205
ENSG00000257800.1	FNBP1P1	pseudogene	chr2	74347807	74350345	+	1994	1.651	1.892	1.717	1.837	2.476	2.651	1.054	1.088	1.334	1.158	1.262	1.084
ENSG00000257802.1	MRS2P2	pseudogene	chr12	72243008	72244208	-	1201	0.213	0.302	0.273	0.339	0.115	0.121	0	0.157	0.031	0.104	0.065	0.059
ENSG00000257808.1	RP11-1136G11.8	lincRNA	chr12	53553370	53554784	+	481	0.304	0.075	0.379	0.308	0.192	0.076	0	0.065	0.234	0.13	0.163	0
ENSG00000257809.1	RP11-603J24.14	antisense	chr12	56544580	56552004	-	540	0.068	0.067	0.27	0.206	0.085	0	0.294	0.058	0.763	0.058	0.218	0
ENSG00000257815.1	RP11-611E13.2	antisense	chr12	70297813	70637140	-	1490	2.603	1.266	2.248	1.242	2.446	1.541	2.288	1.583	2.439	1.089	2.586	1.522
ENSG00000257818.1	RP11-1143G9.2	pseudogene	chr12	69678177	69679265	+	1089	0.067	0.4	0.167	0.238	0.212	0.234	0	0.202	0.069	0.201	0.072	0.033
ENSG00000257824.1	RP11-1049A21.2	antisense	chr12	54936895	54937889	-	577	4.375	0.943	5.428	0.769	6.077	2.716	7.833	0.6	7.466	0.649	5.86	1.966
ENSG00000257831.1	RP11-596D21.1	antisense	chr14	31717834	31771945	+	975	0	0.074	0.112	0.038	0.095	0.15	0	0	0	0	0.121	0.036
ENSG00000257838.1	RP11-368J21.3	pseudogene	chr16	22557019	22588186	+	2661	0.069	0.041	0.041	0.097	0.052	0.027	0.015	0.047	0.014	0.07	0.015	0.053
ENSG00000257851.2	HNRNPA3P10	pseudogene	chr12	52106253	52107390	-	1138	0.064	0.127	0.064	0.098	0.081	0.064	0.105	0.221	0.066	0.082	0.035	0.093
ENSG00000257864.1	RP11-46I1.2	pseudogene	chr12	44642215	44642787	-	573	0.255	0.19	0.064	0.065	0.322	0.445	0.208	0.22	0.196	0.163	0.274	0.371
ENSG00000257875.1	RP11-263K4.1	pseudogene	chr12	82862235	82862727	+	493	0	0	0.074	0	0	0.074	0.08	0.064	0.228	0	0.16	0.288
ENSG00000257877.1	RP3-462E2.3	lincRNA	chr12	112250597	112251224	+	569	0.193	0.064	0.256	0.065	0.243	0.128	0.279	0.055	0.461	0.219	0.276	0.062
ENSG00000257885.1	RP11-474C8.4	pseudogene	chr12	48562630	48563442	-	813	0.045	0	0.045	0	0.057	0.045	0.049	0	0	0.038	0	0
ENSG00000257896.1	RP11-210N13.1	pseudogene	chr12	44130431	44134870	+	1170	0.156	0.217	0.28	0.126	0.197	0.125	0.508	0.215	0.704	0.213	0.437	0.212
ENSG00000257906.1	RP1-90J4.1	lincRNA	chr12	47808791	47813962	+	483	0.227	0.601	0.151	0.383	0.287	0.226	0.082	0.847	0.155	0.775	0.081	0.514
ENSG00000257907.2	EEF1A1P17	pseudogene	chr12	44053630	44054904	+	1275	0.459	0.313	0.2	0.116	0.326	0.314	0.249	0.321	0.176	0.22	0.463	0.278
ENSG00000257913.1	RP11-386G11.5	antisense	chr12	49392150	49412988	+	2208	0.182	0.329	0.198	0.436	0.251	0.248	0.162	0.513	0.288	0.749	0.267	0.144
ENSG00000257918.1	RP11-482D24.3	antisense	chr12	107108702	107126844	-	809	0.045	0	0.18	0	0.456	0.135	0.049	0	0.093	0	0.049	0
ENSG00000257923.5	CUX1	protein_coding	chr7	101458959	101927249	+	18329	2.888	1.876	2.919	2.075	2.698	1.975	3.936	2.265	3.848	2.296	3.273	2.191
ENSG00000257924.1	RP11-493L12.5	lincRNA	chr12	47747537	47763718	+	540	3.116	8.328	2.832	7.468	0.171	3.51	1.542	13.455	1.665	15.491	1.602	5.644
ENSG00000257925.1	RP11-493L12.3	antisense	chr12	47631517	47672804	-	663	0.166	1.751	0.549	1.674	0	0.275	0.299	1.044	0.396	1.507	0.297	0.428
ENSG00000257941.1	RP11-290L1.4	pseudogene	chr12	76451318	76451895	+	578	0.19	1.129	0.252	0.96	0.319	0.631	0.069	1.252	0.389	0.864	0.68	0.613
ENSG00000257949.2	TEN1	protein_coding	chr17	73975301	73996667	+	1303	0.056	0.056	0.056	0.057	0.142	0.112	0.03	0.072	0.086	0.072	0.181	0.082
ENSG00000257950.3	P2RX5-TAX1BP3	protein_coding	chr17	3566357	3599488	-	5905	0.595	0.626	0.734	0.708	0.414	0.395	1.054	0.772	1.028	0.793	0.659	0.414
ENSG00000257951.1	RP11-554D14.4	pseudogene	chr12	108275019	108277159	+	949	0.077	0.115	0.192	0.039	0.146	0.077	0.209	0.033	0.118	0	0	0
ENSG00000257953.1	RP11-620J15.1	antisense	chr12	58230875	58236528	+	610	0.06	0.119	0	0.182	0.151	0.12	0.065	0.103	0.123	0.256	0.258	0.058
ENSG00000257954.1	RP11-161H23.10	pseudogene	chr12	49783299	49783945	+	647	0.17	0.224	0.338	0.114	0.285	0.225	0.123	0.049	0.116	0	0	0
ENSG00000257956.1	RP11-359M6.3	pseudogene	chr12	79952562	79952946	+	385	0.475	0.942	0.284	0.577	0.12	0.284	3.192	16.503	2.919	15.971	3.574	7.917
ENSG00000257964.1	RP11-133N21.10	antisense	chr12	49970623	49971288	-	570	0.064	0.636	0.192	1.103	0.324	0.448	0.835	0.773	0.723	0.767	0.069	0.497
ENSG00000257966.1	OLA1P3	pseudogene	chr12	56263832	56266386	-	2555	0	0.085	0.029	0	0	0	0.016	0.025	0.044	0.037	0	0.028
ENSG00000258001.1	RP11-756H6.1	lincRNA	chr12	57824899	57827718	+	548	0.067	0.132	0.133	0.338	0.168	0.266	0.072	0.172	0.068	0.114	0	0.065
ENSG00000258011.2	HMGA1P3	pseudogene	chr12	110867764	110868087	-	324	0.226	0.112	0.337	0.114	0	0	0.367	0.194	0.462	0.385	0.121	0
ENSG00000258012.1	RP11-603K19.1	pseudogene	chr12	93251855	93253049	+	1195	0.031	0.091	0.061	0	0	0.122	0.1	0.105	0.063	0.026	0	0
ENSG00000258017.1	RP11-386G11.10	antisense	chr12	49521565	49541652	+	1632	0.045	0	0.022	0.023	0.057	0.045	0.073	0.039	0.046	0.038	0.096	0.022
ENSG00000258034.1	RP11-493P1.2	antisense	chr12	116398992	116400538	+	501	0.146	0.145	0.073	0	0.092	0	0.079	0.126	0	0.062	0.078	0.071
ENSG00000258038.1	CTD-2384A14.1	lincRNA	chr14	29299450	29437606	+	1986	0	0.018	0	0	0	0.037	0	0.048	0.019	0.063	0	0.071
ENSG00000258044.1	RP11-530C5.2	antisense	chr12	80217558	80219276	+	667	0.165	0.054	0.055	0	0.069	0.164	0.238	0.047	0.056	0.047	0.177	0.213
ENSG00000258056.1	RP11-644F5.11	antisense	chr12	56122888	56124467	+	1274	3.848	3.217	3.316	3.775	5.504	5.379	4.388	4.765	3.734	5.023	5.092	5.759
ENSG00000258057.1	BCDIN3D-AS1	antisense	chr12	50222325	50234926	+	3586	0.837	0.546	0.823	0.557	0.913	0.722	0.984	0.684	1.086	0.827	1.184	0.751
ENSG00000258072.1	RP11-554D14.2	pseudogene	chr12	108297047	108297725	-	679	0.539	0.214	0.268	0.436	0.272	0.215	0.175	0.093	0.166	0.092	0	0.104
ENSG00000258082.1	RP11-443B7.3	lincRNA	chr1	235115394	235116551	-	846	0.043	0.3	0.043	0.131	0.164	0.388	0	0.446	0	0.406	0.186	0.293
ENSG00000258090.1	RP11-734E19.1	pseudogene	chr12	77150971	77151694	+	724	0.051	0.1	0	0.102	0.064	0.05	0.055	0.043	0	0.043	0	0
ENSG00000258096.1	RP11-474P2.2	antisense	chr12	46765246	46767561	+	627	0	0.116	0.116	0.177	0.221	0.058	0.19	0.15	0.179	0.199	0.251	0.283
ENSG00000258099.1	RP11-686G8.2	antisense	chr12	112037302	112038060	+	485	0	0.523	0.3	0.229	0.19	0.225	0.327	0.454	0.232	0.193	0.081	0.365
ENSG00000258101.1	RP11-977B10.2	antisense	chr12	49627352	49658539	-	674	0.054	0	0	0	0.137	0.054	0.059	0	0	0	0.058	0.053
ENSG00000258102.1	RP11-809C9.2	lincRNA	chr12	116985911	116992186	+	732	0.35	0.05	0.298	0	0.189	0.05	0.054	0	0	0	0	0.097
ENSG00000258116.1	RP11-493L12.6	pseudogene	chr12	47735397	47735872	-	476	2.229	2.819	1.683	2.721	0	0.459	0.333	2.379	0.787	2.885	0.165	0.447
ENSG00000258130.3	RP11-347C12.3	protein_coding	chr16	30215637	30220392	-	2707	0.014	0	0.013	0	0.017	0.013	0.029	0	0	0	0.058	0
ENSG00000258134.1	RP11-956A19.1	pseudogene	chr12	32380344	32381088	-	745	0	0	0.196	0.05	0.124	0	0.16	0	0.05	0.042	0.106	0
ENSG00000258136.1	RP11-864J10.4	antisense	chr12	108130332	108153745	+	1714	0.555	0.508	0.637	0.54	0.646	0.766	1.018	0.679	0.612	0.674	0.573	0.558
ENSG00000258137.1	RP11-753H16.3	antisense	chr12	54747445	54891472	+	924	0.04	0	0.118	0	0	0.039	0.086	0	0.041	0	0.043	0.115
ENSG00000258153.1	RP11-511H9.4	pseudogene	chr12	102267094	102267401	-	308	0	0	0.118	0.24	0.15	0	0	0.408	0	0.203	0	0.115
